ID,FDAT,Calving Season Code,DIMatheat,DIM at Heat Code,Lact,Parity,heat_DATE,Heat Date Code,SB_FHIACBAR,SB_HTSTARTS,SB_HTENDS,SB_PROB,Heat Probability Category,SB_RUMINDEC,SB_RDTIM,SB_RUMHOUR,DC_BRDAT,DC_BRTIM,SIR,Sire Code,BCODE,DC_ACLEV,DC_ACDAT,DC_ACTIM,outcome,AMW5,AMW7,Code for milk @ 7 Weeks,AMW14,M305,CDAT,DCC_IF_P,PDCC,DDRY,EASE,Ease Code,Calf Sex and Survival,TWIN,DOA,OBSERV.,,,,,,,,,
6503,4/28/20,0,78,2,1,Primiparous,7/15/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,12:09:00,3:09:00,88,4,YES,4:00:00,10,7/15/20,16,BEEF,1,K,88,7/15/20,12,P ,1930,3040,3,6240,17740,7/15/20,0,296,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
4753,6/18/20,1,19,1,3,Multiparous,7/7/20,1,8:00:00,15:08:00,2:08:00,88,4,YES,8:00:00,6,.,.,.,0,.,88,7/7/20,15,.,3090,4770,4,7810,24490,.,.,281,53,1,No problem,FA       ,S,0,FRESH/ MOVED,,,,,,,,,
5717,7/8/20,1,13,1,2,Multiparous,7/21/20,1,9:00:00,18:08:00,15:08:00,88,4,YES,9:00:00,4,.,.,.,0,.,88,7/21/20,18,.,2180,3440,3,6520,17920,.,.,287,59,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5454,4/30/20,0,84,2,2,Multiparous,7/23/20,1,9:00:00,19:08:00,.,88,4,YES,14:00:00,8,7/24/20,10,SEXED,2,A,88,7/23/20,19,O ,3290,4920,4,9300,24400,.,.,280,53,1,No problem,FA       ,S,0,.,,,,,,,,,
6279,3/6/20,0,137,3,1,Primiparous,7/21/20,1,10:00:00,19:41:00,4:07:00,88,4,YES,0:00:00,5,.,.,.,0,.,88,7/21/20,19,.,2130,3260,3,6850,20700,5/14/20,68,280,0,1,No problem,FA       ,S,0,PREGNANT/MOVED,,,,,,,,,
6633,7/19/20,1,-2,#N/A,1,Primiparous,7/17/20,1,13:00:00,20:08:00,1:08:00,88,4,YES,10:00:00,12,.,.,.,0,.,88,7/17/20,20,.,1440,1440,1,1440,13270,.,.,272,0,1,No problem,FA       ,S,0,,,,,,,,,,
4172,7/9/20,1,16,1,4,Multiparous,7/25/20,1,.,20:08:00,12:08:00,88,4,YES,10:00:00,14,.,.,.,0,.,88,7/25/20,20,.,3530,5180,5,9540,24130,.,.,281,53,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
6374,4/10/20,0,125,3,1,Primiparous,8/13/20,1,19:00:00,23:08:00,9:31:00,88,4,YES,12:00:00,14,8/14/20,15,BEEF,1,H,88,8/13/20,23,O ,2440,3530,3,6920,20220,.,.,263,0,1,No problem,FA       ,S,0,.,,,,,,,,,
4499,1/31/20,0,147,3,3,Multiparous,6/26/20,1,21:00:00,0:08:00,13:08:00,87,4,YES,14:00:00,12,6/26/20,5,BEEF,1,H,87,6/26/20,0,O ,3350,5230,5,10730,30860,.,.,284,53,1,No problem,FA       ,S,0,,,,,,,,,,
4866,11/7/19,0,266,6,2,Multiparous,7/30/20,1,19:00:00,1:08:00,11:08:00,87,4,YES,16:00:00,7,.,.,.,0,.,87,7/30/20,1,.,3350,5010,5,9670,27420,.,.,287,59,1,No problem,MA       ,S,0,DNB,,,,,,,,,
4591,12/15/19,0,166,4,3,Multiparous,5/29/20,0,3:00:00,4:07:00,10:08:00,87,4,NO,.,.,.,.,.,0,.,87,5/29/20,4,.,2830,4470,4,9070,20200,3/20/20,70,284,73,1,No problem,FA       ,S,0,PREGNANT,,,,,,,,,
6237,2/17/20,0,115,3,1,Primiparous,6/11/20,1,23:00:00,5:07:00,20:07:00,87,4,YES,2:00:00,3,6/11/20,5,SEXED,2,K,100,6/11/20,5,A ,1840,2960,2,6640,23970,6/11/20,0,278,0,1,No problem,FA       ,S,0,.,,,,,,,,,
6608,6/30/20,1,40,1,1,Primiparous,8/9/20,1,2:00:00,5:08:00,18:08:00,87,4,YES,21:00:00,8,.,.,.,0,.,100,8/9/20,5,.,1710,2780,2,3740,18150,.,.,272,0,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
3896,5/11/20,0,79,2,4,Multiparous,7/29/20,1,5:00:00,11:08:00,4:08:00,87,4,YES,3:00:00,12,7/30/20,5,BEEF,1,Z,87,7/29/20,11,P ,3020,4700,4,9250,22500,.,.,283,56,1,No problem,FA       ,S,0,.,,,,,,,,,
4298,1/28/20,0,130,3,3,Multiparous,6/6/20,1,6:00:00,11:09:00,1:08:00,87,4,YES,8:00:00,4,.,.,.,0,.,87,6/6/20,11,.,2410,3790,3,8220,24360,.,.,279,71,1,No problem,FA       ,S,0,DNB,,,,,,,,,
4829,7/15/20,1,10,1,3,Multiparous,7/25/20,1,10:00:00,13:08:00,12:08:00,87,4,YES,10:00:00,7,.,.,.,0,.,87,7/25/20,13,.,3580,5340,5,9470,26100,.,.,279,52,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5124,1/31/20,0,134,3,2,Multiparous,6/13/20,1,12:00:00,16:08:00,1:08:00,87,4,YES,12:00:00,7,6/14/20,5,BEEF,1,K,87,6/13/20,16,O ,2100,3150,3,6830,21770,7/7/20,.,281,46,1,No problem,FA       ,S,0,.,,,,,,,,,
6318,3/7/20,0,157,4,1,Primiparous,8/11/20,1,9:00:00,17:08:00,7:08:00,87,4,NO,.,.,.,.,.,0,.,87,8/11/20,17,.,1410,2280,2,5430,16670,5/21/20,82,274,0,3,Needed Assistance,FA       ,S,0,PREGNANT/ MOVED,,,,,,,,,
6228,2/19/20,0,139,3,1,Primiparous,7/7/20,1,11:00:00,18:07:00,2:08:00,87,4,YES,10:00:00,4,.,.,.,0,.,87,7/7/20,18,.,1860,2910,2,6140,19600,4/30/20,68,280,0,1,No problem,FA       ,S,0,PREGNANT/ MOVED,,,,,,,,,
5694,6/22/20,1,24,1,2,Multiparous,7/16/20,1,19:00:00,22:08:00,8:08:00,87,4,YES,18:00:00,6,.,.,.,0,.,87,7/16/20,22,.,2820,4350,4,6430,21770,.,.,278,50,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5585,5/10/20,0,80,2,2,Multiparous,7/29/20,1,15:00:00,23:08:00,15:08:00,87,4,YES,15:00:00,10,7/30/20,5,BEEF,1,Z,87,7/29/20,23,P ,3530,5380,5,10380,25120,.,.,291,62,1,No problem,FA       ,S,0,.,,,,,,,,,
4047,5/13/20,0,20,1,4,Multiparous,6/2/20,1,16:00:00,0:08:00,8:08:00,86,4,YES,17:00:00,1,.,.,.,0,.,86,6/2/20,0,.,2880,4420,4,8700,22890,.,.,280,51,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5804,9/20/19,0,249,5,1,Primiparous,5/26/20,0,12:00:00,1:08:00,5:11:00,86,4,YES,22:00:00,2,.,.,.,0,.,86,5/26/20,1,.,1900,3030,3,6140,19340,1/30/20,117,278,0,1,No problem,FA       ,S,0,PREGNANT,,,,,,,,,
6224,4/14/20,0,79,2,1,Primiparous,7/2/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,5:08:00,15:08:00,86,4,YES,21:00:00,6,7/2/20,11,SEXED,2,Z,89,7/2/20,5,O ,2220,3320,3,6540,21080,.,.,273,0,1,No problem,MA       ,S,0,,,,,,,,,,
4631,3/29/20,0,136,3,3,Multiparous,8/12/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,5:08:00,8:08:00,86,4,NO,.,.,8/12/20,4,BEEF,1,H,86,8/12/20,5,O ,2110,3340,3,7080,19780,.,.,264,34,1,No problem,FAMA     ,T    ,0,.,,,,,,,,,
5476,4/23/20,0,41,1,2,Multiparous,6/3/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,8:08:00,16:12:00,86,4,YES,.,5,.,.,.,0,.,86,6/3/20,8,.,3100,4440,4,8250,21610,.,.,277,52,1,No problem,MA       ,T    ,0,FRESH,,,,,,,,,
6226,2/15/20,0,157,4,1,Primiparous,7/21/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,14:08:00,5:08:00,86,4,YES,10:00:00,3,.,.,.,0,.,86,7/21/20,14,.,1970,3150,3,6810,23850,5/20/20,62,278,0,1,No problem,FA       ,S,0,PREGNANT/ MOVED,,,,,,,,,
4648,5/31/20,0,23,1,3,Multiparous,6/23/20,1,8:00:00,15:08:00,2:08:00,86,4,NO,.,.,.,.,.,0,.,86,6/23/20,15,.,2940,4490,4,8620,22140,.,.,282,84,1,No problem,FA       ,S,0,FRESH/MOVED,,,,,,,,,
4686,3/25/20,0,116,3,3,Multiparous,7/19/20,1,14:00:00,16:08:00,3:07:00,86,4,YES,13:00:00,4,7/20/20,17,BEEF,1,H,86,7/19/20,16,P ,2890,4550,4,9440,25080,.,.,287,72,1,No problem,MA       ,S,0,.,,,,,,,,,
5756,7/20/19,1,345,7,1,Primiparous,6/29/20,1,7:00:00,17:07:00,5:13:00,86,4,NO,.,.,.,.,.,0,.,86,6/29/20,17,.,1850,2770,2,6050,24780,12/10/19,202,225,0,1,No problem,FA       ,S,0,PREGNANT,,,,,,,,,
5925,2/12/20,0,132,3,1,Primiparous,6/23/20,1,11:00:00,18:08:00,3:08:00,86,4,YES,9:00:00,5,.,.,.,0,.,86,6/23/20,18,.,1980,3010,3,6230,20290,4/23/20,61,277,0,3,Needed Assistance,MA       ,S,0,PREGNANT/MOVED 8 to 6,,,,,,,,,
5047,8/23/20,1,-31,#N/A,3,Multiparous,7/23/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,19:08:00,0:08:00,86,4,NO,.,.,.,.,.,0,.,86,7/23/20,19,.,520,520,0,520,14460,.,.,291,63,1,No problem,MA       ,S,0,PREGNANT/ DRY COW,,,,,,,,,
5555,5/13/20,0,42,1,2,Multiparous,6/24/20,1,17:00:00,23:07:00,.,86,4,YES,17:00:00,3,.,.,.,0,.,86,6/24/20,23,.,3210,4900,4,9900,24480,.,.,272,44,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
6566,5/31/20,0,54,2,1,Primiparous,7/24/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,2:08:00,7:08:00,85,4,YES,15:00:00,10,7/24/20,10,SEXED,2,K,85,7/24/20,2,O ,2410,3660,3,7300,22070,.,.,270,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
4022,4/4/20,0,97,2,4,Multiparous,7/10/20,1,19:00:00,3:47:00,13:08:00,85,4,YES,19:00:00,8,7/10/20,11,BEEF,1,H,85,7/10/20,3,O ,3460,5290,5,10370,26430,.,.,283,54,1,No problem,MA       ,S,0,.,,,,,,,,,
5569,4/15/20,0,72,2,2,Multiparous,6/26/20,1,1:00:00,4:23:00,15:08:00,85,4,NO,.,.,6/26/20,5,SEXED,2,K,100,6/26/20,4,O ,2700,4120,4,8160,20730,7/18/20,.,280,51,1,No problem,FA       ,S,0,,,,,,,,,,
4036,6/21/20,1,30,1,4,Multiparous,7/21/20,1,13:00:00,16:08:00,23:08:00,85,4,YES,7:00:00,8,.,.,.,0,.,.,7/21/20,16,.,2720,4250,4,6380,23350,.,.,281,63,1,No problem,MA       ,S,0,FRESH,,,,,,,,,
5796,7/23/20,1,-46,#N/A,2,Multiparous,6/7/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,16:09:00,20:08:00,85,4,NO,.,.,.,.,.,0,.,85,6/7/20,16,.,2700,4270,4,7340,24470,.,.,273,46,1,No problem,FA       ,S,0,PREGNANT/ DRY COW,,,,,,,,,
3347,7/12/19,1,354,7,4,Multiparous,6/30/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,17:08:00,20:08:00,85,4,NO,.,.,.,.,.,0,.,85,6/30/20,17,.,2420,3630,3,7640,24310,1/2/20,180,264,32,1,No problem,MD       ,S,1,PREGNANT/MOVED 10to11,,,,,,,,,
5004,8/24/20,1,-75,#N/A,3,Multiparous,6/10/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,20:08:00,23:08:00,85,4,NO,.,.,.,.,.,0,.,85,6/10/20,20,.,3680,4580,4,4580,25350,.,.,278,106,1,No problem,.,S,0,PREGNANT/ DRY COW,,,,,,,,,
6349,3/22/20,0,115,3,1,Primiparous,7/15/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,22:08:00,4:08:00,85,4,NO,.,.,7/16/20,6,BEEF,1,O,85,7/15/20,22,A ,1090,1890,1,5290,19380,7/16/20,.,268,0,1,No problem,MAMD     ,S,1,.,,,,,,,,,
5614,6/18/20,1,-22,#N/A,2,Multiparous,5/27/20,0,NO PROGRESSIVE HIGH ACTIVITY BARS,22:08:00,3:08:00,85,4,YES,.,.,.,.,.,0,.,85,5/27/20,22,.,2810,4270,4,6800,21230,.,.,274,53,1,No problem,FA       ,S,0,.,,,,,,,,,
4678,3/5/20,0,97,2,3,Multiparous,6/10/20,1,17:00:00,23:08:00,7:07:00,85,4,YES,18:00:00,4,6/11/20,15,BEEF,1,H,85,6/10/20,23,P ,2520,3910,3,8140,21220,6/11/20,.,282,52,1,No problem,MA       ,S,0,.,,,,,,,,,
6104,12/24/19,0,198,4,1,Primiparous,7/9/20,1,16:00:00,0:07:00,10:08:00,84,4,YES,14:00:00,7,7/9/20,10,SEXED,2,D,84,7/9/20,0,O ,2340,3480,3,6970,22820,.,.,281,0,1,No problem,MD       ,S,1,.,,,,,,,,,
5594,5/20/20,0,53,2,2,Multiparous,7/12/20,1,16:00:00,0:08:00,9:08:00,84,4,YES,18:00:00,4,7/12/20,9,SEXED,2,K,84,7/12/20,0,O ,2650,4260,4,7690,19330,.,.,283,51,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
4745,10/13/19,0,225,5,2,Multiparous,5/25/20,0,21:00:00,3:08:00,14:07:00,84,4,NO,.,.,.,.,.,0,.,84,5/25/20,3,.,3630,5540,5,11080,33730,.,.,284,48,1,No problem,FA       ,S,0,.,,,,,,,,,
4742,5/25/20,0,76,2,3,Multiparous,8/9/20,1,23:00:00,5:07:00,21:09:00,84,4,YES,21:00:00,15,8/9/20,14,BEEF,1,H,100,8/9/20,5,O ,2490,3400,3,6680,18590,.,.,285,57,1,No problem,FA       ,S,0,.,,,,,,,,,
4449,5/26/20,0,78,2,3,Multiparous,8/12/20,1,4:00:00,10:07:00,21:07:00,84,4,YES,4:00:00,5,8/13/20,15,BEEF,1,Z,84,8/12/20,10,A ,3020,4550,4,8780,21940,.,.,273,120,1,No problem,MA       ,S,0,,,,,,,,,,
4144,6/5/20,1,18,1,4,Multiparous,6/23/20,1,3:00:00,11:08:00,2:07:00,84,4,YES,2:00:00,5,.,.,.,0,.,84,6/23/20,11,.,2460,3780,3,7820,22000,.,.,282,54,1,No problem,MA       ,S,0,FRESH,,,,,,,,,
4825,5/24/20,0,16,1,3,Multiparous,6/9/20,1,8:00:00,12:08:00,0:08:00,84,4,NO,.,.,.,.,.,0,.,84,6/9/20,12,.,3210,4030,4,9850,23850,.,.,270,41,1,No problem,FA       ,S,0,FRESH/MOVED,,,,,,,,,
4806,5/24/20,0,73,2,3,Multiparous,8/5/20,1,8:00:00,13:07:00,20:36:00,84,4,NO,.,.,8/5/20,4,BEEF,1,Z,84,8/5/20,13,P ,4030,5950,5,11800,27680,.,.,277,49,1,No problem,FA       ,S,0,CUHT= YES,,,,,,,,,
4824,5/6/20,0,58,2,3,Multiparous,7/3/20,1,7:00:00,14:08:00,1:07:00,84,4,YES,7:00:00,4,.,.,.,0,.,100,7/3/20,14,.,3760,5610,5,11030,28300,.,.,280,51,3,Needed Assistance,MA       ,S,0,CUHT=NO/DIM=60,,,, ,,,,,
6133,12/25/19,0,163,4,1,Primiparous,6/5/20,1,5:00:00,14:08:00,1:08:00,84,4,NO,.,.,6/6/20,16,BEEF,1,K,84,6/5/20,14,O,1910,2990,2,6080,20460,.,.,274,0,1,No problem,FA       ,S,0,.,,,,,,,,,
5684,6/21/20,1,16,1,2,Multiparous,7/7/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,16:08:00,.,84,4,NO,.,.,.,.,.,0,.,84,7/7/20,16,.,3090,4640,4,6700,22490,.,.,276,49,1,No problem,FA       ,S,0,FRESH/ MOVED,,,,,,,,,
4039,6/3/20,1,20,1,4,Multiparous,6/23/20,1,8:00:00,16:08:00,0:08:00,84,4,YES,10:00:00,6,.,.,.,0,.,84,6/23/20,16,.,3140,4840,4,9440,24430,.,.,278,51,1,No problem,MA       ,S,0,FRESH/MOVED,,,,,,,,,
6310,3/28/20,0,121,3,1,Primiparous,7/27/20,1,13:00:00,17:07:00,7:48:00,84,4,YES,12:00:00,8,7/28/20,16,BEEF,1,A,84,7/27/20,17,P ,2170,3410,3,7090,20390,.,.,272,0,1,No problem,FA       ,S,0,.,,,,,,,,,
4606,1/27/20,0,122,3,3,Multiparous,5/28/20,0,NO PROGRESSIVE HIGH ACTIVITY BARS,17:08:00,1:07:00,84,4,NO,.,.,5/29/20,14,SEXED,2,H,84,5/28/20,17,O ,3000,4640,4,9750,29690,7/18/20,.,285,56,1,No problem,MA       ,S,0,.,,,,,,,,,
5171,9/23/19,0,302,7,2,Multiparous,7/21/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,17:08:00,18:08:00,84,4,NO,.,.,.,.,.,0,.,84,7/21/20,17,.,3170,4820,4,9650,25570,1/16/20,187,287,56,1,No problem,MA       ,S,0,PREGNANT/MOVED,,,,,,,,,
6235,2/15/20,0,157,4,1,Primiparous,7/21/20,1,17:00:00,18:07:00,17:07:00,84,4,YES,6:00:00,15,.,.,.,0,.,84,7/21/20,18,.,2450,3630,3,7220,23990,5/20/20,62,278,0,1,No problem,FA       ,S,0,PREGNANT/MOVED,,,,,,,,,
6689,7/18/20,1,-10,#N/A,1,Primiparous,7/8/20,1,12:00:00,20:09:00,1:08:00,84,4,YES,9:00:00,10,.,.,.,0,.,84,7/8/20,20,.,1880,2990,2,5810,21370,.,.,269,0,1,No problem,FA       ,S,0,PREGNANT/ DRY COW,,,,,,,,,
4835,7/18/20,1,-4,#N/A,3,Multiparous,7/14/20,1,9:00:00,0:08:00,2:08:00,83,4,YES,16:00:00,5,.,.,.,0,.,83,7/14/20,0,.,3320,4910,4,8560,24290,.,.,283,75,1,No problem,FA       ,S,0,PREGNANT,,,,,,,,,
3916,3/16/20,0,136,3,4,Multiparous,7/30/20,1,22:00:00,0:08:00,12:08:00,83,4,NO,.,.,7/30/20,15,BEEF,1,H,83,7/30/20,0,SOLD,3540,5310,5,10160,24910,.,.,283,56,1,No problem,MA       ,S,0,.,,,,,,,,,
5198,3/10/20,0,129,3,2,Multiparous,7/17/20,1,18:00:00,2:08:00,13:08:00,83,4,NO,.,.,7/17/20,14,BEEF,1,H,83,7/17/20,2,A ,3230,4720,4,9360,23420,7/17/20,0,284,57,1,No problem,MA       ,S,0,.,,,,,,,,,
6260,5/16/20,0,63,2,1,Primiparous,7/18/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,4:08:00,23:08:00,83,4,YES,23:00:00,12,7/18/20,6,BEEF,1,K,100,7/18/20,4,O ,2060,3030,3,5940,17920,.,.,276,0,1,No problem,MA       ,S,0,CUHT=YES,,,,,,,,,
5359,2/20/20,0,132,3,2,Multiparous,7/1/20,1,1:00:00,4:08:00,11:08:00,83,4,NO,.,.,.,.,.,0,.,83,7/1/20,4,.,2210,3630,3,8080,25270,.,.,281,54,1,No problem,FA       ,S,0,PREGNANT,,,,,,,,,
6173,1/16/20,0,136,3,1,Primiparous,5/31/20,0,NO PROGRESSIVE HIGH ACTIVITY BARS,4:08:00,11:08:00,83,4,NO,.,.,5/31/20,17,BEEF,1,H,83,5/31/20,4,P ,2840,4240,4,8160,24980,5/31/20,0,275,0,1,No problem,MA       ,S,0,.,,,,,,,,,
5734,7/13/20,1,21,1,2,Multiparous,8/3/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,5:08:00,8:08:00,83,4,YES,20:00:00,4,.,.,.,0,.,83,8/3/20,5,.,1610,2540,2,4730,15670,.,.,250,22,1,No problem,.,S,0,FRESH,,,,,,,,,
5339,2/2/20,0,172,4,2,Multiparous,7/23/20,1,5:00:00,7:07:00,17:08:00,83,4,YES,4:00:00,5,7/23/20,15,BEEF,1,H,83,7/23/20,7,P ,2530,3840,3,7640,21490,.,.,277,48,1,No problem,FA       ,S,0,.,,,,,,,,,
5674,5/21/20,0,63,2,2,Multiparous,7/23/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,10:08:00,19:08:00,83,4,NO,.,.,7/23/20,15,SEXED,2,K,83,7/23/20,10,P ,2840,4410,4,8610,21340,.,.,281,52,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
4866,11/7/19,0,257,6,2,Multiparous,7/21/20,1,5:00:00,12:07:00,21:07:00,83,4,YES,2:00:00,10,.,.,.,0,.,83,7/21/20,12,.,3350,5010,5,9670,27420,.,.,287,59,1,No problem,MA       ,S,0,MOVED 5 to 11/DNB,,,,,,,,,
5734,7/13/20,1,29,1,2,Multiparous,8/11/20,1,8:00:00,15:07:00,22:07:00,83,4,YES,7:00:00,8,.,.,.,0,.,83,8/11/20,15,.,1610,2540,2,4730,15670,.,.,250,22,1,No problem,.,S,0,FRESH,,,,,,,,,
4122,5/13/20,0,77,2,4,Multiparous,7/29/20,1,4:00:00,16:07:00,2:07:00,83,4,YES,7:00:00,8,7/30/20,15,BEEF,1,Z,83,7/29/20,16,O ,3860,5850,5,11500,27560,.,.,287,66,1,No problem,FA       ,S,0,.,,,,,,,,,
6201,2/16/20,0,170,4,1,Primiparous,8/4/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,17:07:00,4:08:00,83,4,NO,.,.,.,.,.,0,.,83,8/4/20,17,.,2530,3820,3,8120,27380,5/21/20,75,278,0,1,No problem,FA       ,S,0,PREGNANT/ MOVED,,,,,,,,,
5476,4/23/20,0,62,2,2,Multiparous,6/24/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,17:07:00,3:08:00,83,4,NO,.,.,6/25/20,12,SEXED,2,K,83,6/24/20,17,O ,3100,4440,4,8250,21610,.,.,277,52,1,No problem,MA       ,T    ,0,,,,,,,,,,
6454,4/8/20,0,115,3,1,Primiparous,8/1/20,1,.,17:44:00,0:08:00,83,4,.,.,.,.,.,.,0,.,.,8/1/20,17,.,2210,3310,3,6770,18160,.,.,273,0,1,No problem,FA       ,S,0,SOLD/DNB,,,,,,,,,
4953,8/18/20,1,-21,#N/A,3,Multiparous,7/28/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,20:08:00,1:09:00,83,4,YES,10:00:00,12,.,.,.,0,.,83,7/28/20,20,.,2570,3720,3,3720,18450,.,.,272,45,1,No problem,FA       ,S,0,URD/ PREGNANT/ DRY COW,,,,,,,,,
3625,8/20/20,1,-28,#N/A,4,Multiparous,7/23/20,1,13:00:00,20:09:00,23:08:00,83,4,YES,9:00:00,9,.,.,.,0,.,83,7/23/20,20,.,2820,2820,2,2820,19170,.,.,287,102,1,No problem,MA       ,S,0,PREGNANT/ DRY COW,,,,,,,,,
5728,7/15/20,1,24,1,2,Multiparous,8/8/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,23:07:00,8:08:00,83,4,NO,.,.,.,.,.,0,.,83,8/8/20,23,.,2390,3660,3,6340,18390,.,.,287,87,1,No problem,MA       ,S,0,FRESH,,,,,,,,,
5108,9/15/19,0,266,6,2,Multiparous,6/7/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,0:08:00,2:08:00,82,4,NO,.,.,.,.,.,0,.,82,6/7/20,0,.,3370,5100,5,9760,26340,11/27/19,193,277,48,1,No problem,FA       ,S,0,PREGNANT,,,,,,,,,
4152,7/29/20,1,1,1,4,Multiparous,7/30/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,3:07:00,7:35:00,82,4,NO,.,.,.,.,.,0,.,82,7/30/20,3,.,3420,5370,5,7680,23190,.,.,273,52,1,No problem,FA       ,S,0,FRESH/ RECENT CALVING,,,,,,,,,
6232,2/14/20,0,115,3,1,Primiparous,6/8/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,5:08:00,13:08:00,82,4,YES,19:00:00,7,.,.,.,0,.,88,6/8/20,5,.,1830,2970,2,6220,21540,6/18/20,.,275,0,1,No problem,FA       ,S,0,.,,,,,,,,,
3896,5/11/20,0,43,1,4,Multiparous,6/23/20,1,0:00:00,8:08:00,16:08:00,82,4,NO,.,.,.,.,.,0,.,93,6/23/20,8,.,3020,4700,4,9250,22500,.,.,283,56,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5140,2/20/20,0,178,4,2,Multiparous,8/16/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,14:09:00,5:08:00,82,4,YES,6:00:00,7,.,.,.,0,.,82,8/16/20,14,.,3280,5020,5,10080,27360,.,.,279,54,1,No problem,FA       ,S,0,DNB,,,,,,,,,
6302,3/12/20,0,145,3,1,Primiparous,8/4/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,16:08:00,5:08:00,82,4,NO,.,.,.,.,.,0,.,82,8/4/20,16,.,1960,2990,2,6410,21770,5/21/20,75,280,0,1,No problem,FA       ,S,0,PREGNANT/ MOVED,,,,,,,,,
4875,6/5/20,1,25,1,3,Multiparous,6/30/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,17:08:00,1:08:00,82,4,NO,.,.,.,.,.,0,.,82,6/30/20,17,.,2140,3030,3,5420,14760,.,.,265,68,1,No problem,FA       ,S,0,FRESH/MOVED,,,,,,,,,
5679,5/27/20,0,24,1,2,Multiparous,6/20/20,1,11:00:00,17:08:00,23:08:00,82,4,YES,10:00:00,3,.,.,.,0,.,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,.,2840,4590,4,9980,26280,.,.,280,52,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
6543,6/7/20,1,46,1,1,Primiparous,7/23/20,1,12:00:00,18:08:00,0:54:00,82,4,NO,.,.,.,.,.,0,.,82,7/23/20,18,.,2110,3220,3,5960,20660,.,.,290,0,1,No problem,FD       ,S,1,FRESH,,,,,,,,,
3984,3/11/20,0,138,3,4,Multiparous,7/27/20,1,12:00:00,19:07:00,8:08:00,82,4,YES,11:00:00,6,7/28/20,16,BEEF,1,H,82,7/27/20,19,O ,2450,3800,3,7620,19630,.,.,289,58,1,No problem,FA       ,S,0,.,,,,,,,,,
4552,8/3/20,1,0,1,3,Multiparous,8/3/20,1,15:00:00,19:09:00,3:08:00,82,4,YES,11:00:00,6,.,.,.,0,.,82,8/3/20,19,.,3580,5610,5,7250,24720,.,.,288,71,1,No problem,MA       ,S,0,PREGNANT/ DRY COW,,,,,,,,,
4154,8/26/20,1,-49,#N/A,4,Multiparous,7/8/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,20:08:00,1:08:00,82,4,YES,13:00:00,9,.,.,.,0,.,82,7/8/20,20,.,2930,3620,3,3620,21050,.,.,287,59,1,No problem,MA       ,S,0,PREGNANT- DRY COW- LTRD/only taken time of rumination decrease that matches with increase of high activity.,,,,,,,,,
6704,8/6/20,1,-6,#N/A,1,Primiparous,7/31/20,1,16:00:00,22:09:00,1:09:00,82,4,NO,.,.,.,.,.,0,.,82,7/31/20,22,.,2670,3820,3,4840,19960,.,.,262,0,1,No problem,FA       ,S,0,PREGNANT/ DRY COW,,,,,,,,,
