ID,FDAT,Calving Season Code,DIMatheat,DIM at Heat Code,Lact,Parity,heat_DATE,Heat Date Code,SB_FHIACBAR,SB_HTSTARTS,SB_HTENDS,SB_PROB,Heat Probability Category,SB_RUMINDEC,SB_RDTIM,SB_RUMHOUR,DC_BRDAT,DC_BRTIM,SIR,Sire Code,BCODE,DC_ACLEV,DC_ACDAT,DC_ACTIM,outcome,AMW5,AMW7,Code for milk @ 7 Weeks,AMW14,M305,CDAT,DCC_IF_P,PDCC,DDRY,EASE,Ease Code,Calf Sex and Survival,TWIN,DOA,OBSERV.,,,,,,,,,
5932,11/8/19,0,204,5,1,Primiparous,5/30/20,0,17:00:00,21:08:00,1:08:00,100,5,YES,14:00:00,14,.,.,.,0,.,100,5/30/20,21,.,2000,3180,3,6750,23320,.,.,276,0,1,No problem,MA       ,S,0,ABORT 5.25.2020,,,,,,,,,
6480,4/29/20,0,67,2,1,Primiparous,7/5/20,1,18:00:00,21:08:00,12:08:00,100,5,YES,15:00:00,7,.,.,.,0,.,100,7/5/20,21,.,2110,3260,3,7040,22430,.,.,273,0,1,No problem,FA       ,S,0,CUHT=NO/DIM=69,,,,,,,,,
6224,4/14/20,0,100,3,1,Primiparous,7/23/20,1,10:00:00,21:08:00,14:08:00,100,5,YES,12:00:00,11,7/24/20,10,SEXED,2,H,100,7/23/20,21,O ,2220,3320,3,6540,21080,.,.,273,0,1,No problem,MA       ,S,0,.,,,,,,,,,
6384,5/27/20,0,67,2,1,Primiparous,8/2/20,1,18:00:00,21:08:00,10:08:00,100,5,YES,14:00:00,9,.,.,.,0,.,100,8/2/20,21,.,2190,3350,3,6870,19820,.,.,274,0,1,No problem,FA       ,S,0,CUHT=NO/DIM= 89,,,,,,,,,
6091,2/4/20,0,190,4,1,Primiparous,8/12/20,1,19:00:00,21:08:00,15:08:00,100,5,YES,17:00:00,9,.,.,.,0,.,100,8/12/20,21,.,2280,3430,3,6750,20670,.,.,286,0,1,No problem,FA       ,S,0,.,,,,,,,,,
6336,5/7/20,0,62,2,1,Primiparous,7/8/20,1,15:00:00,21:08:00,13:08:00,100,5,YES,14:00:00,9,7/9/20,15,SEXED,2,K,100,7/8/20,21,P ,2220,3490,3,7630,23530,7/9/20,.,266,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
6539,6/1/20,1,41,1,1,Primiparous,7/12/20,1,14:00:00,21:08:00,12:08:00,100,5,YES,14:00:00,3,.,.,.,0,.,100,7/12/20,21,.,2340,3730,3,7690,25690,.,.,274,0,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5693,5/15/20,0,41,1,2,Multiparous,6/25/20,1,12:00:00,21:08:00,14:08:00,100,5,YES,14:00:00,12,.,.,.,0,.,100,6/26/20,21,.,2880,4300,4,8550,20830,7/17/20,.,274,46,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5490,3/30/20,0,78,2,2,Multiparous,6/16/20,1,12:00:00,21:08:00,9:07:00,100,5,YES,12:00:00,8,6/17/20,16,BEEF,1,H,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,P ,2930,4570,4,9500,26670,6/17/20,.,278,49,1,No problem,FA       ,S,0,.,,,,,,,,,
5673,5/23/20,0,46,1,2,Multiparous,7/8/20,1,19:00:00,21:08:00,14:08:00,100,5,YES,15:00:00,9,.,.,.,0,.,100,7/8/20,21,.,3050,5150,5,10740,27360,.,.,277,48,1,No problem,FA       ,T    ,0,FRESH,,,,,,,,,
5041,7/11/19,1,366,7,2,Multiparous,7/11/20,1,11:00:00,21:08:00,13:08:00,100,5,YES,9:00:00,15,.,.,.,0,.,100,7/11/20,21,.,3370,5160,5,10560,34040,.,.,284,52,1,No problem,MA       ,S,0,DNB,,,,,,,,,
6372,6/4/20,1,49,1,1,Primiparous,7/23/20,1,20:00:00,21:09:00,15:08:00,100,5,YES,12:00:00,11,7/24/20,10,SEXED,2,K,100,7/23/20,21,O ,2220,3420,3,6460,19420,.,.,279,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
431,3/22/20,0,100,3,3,Multiparous,6/30/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,21:09:00,10:08:00,100,5,NO,.,.,7/1/20,16,BEEF,1,H,100,6/30/20,21,O ,3510,5340,5,10930,28990,.,.,277,48,1,No problem,FA       ,S,0,,,,,,,,,,
4357,3/29/20,0,56,2,3,Multiparous,5/24/20,0,18:00:00,21:12:00,13:08:00,100,5,YES,16:00:00,6,.,.,.,0,.,100,5/24/20,21,.,3860,5950,5,11930,29590,.,.,275,55,1,No problem,FA       ,S,0,.,,,,,,,,,
4638,1/15/20,0,164,4,3,Multiparous,6/27/20,1,14:00:00,21:13:00,16:08:00,100,5,YES,17:00:00,13,6/28/20,14,BEEF,1,H,100,6/27/20,21,O ,3240,4780,4,9110,23610,.,.,279,51,1,No problem,FA       ,S,0,,,0,,,,,,,
6068,4/8/20,0,67,2,1,Primiparous,6/14/20,1,18:00:00,22:07:00,14:08:00,100,5,YES,17:00:00,5,.,.,.,0,.,100,6/14/20,22,.,1850,2710,2,6080,19930,.,.,280,0,1,No problem,MA       ,S,0,CUHT=NO/DIM=69,,,,,,,,,
3276,6/2/20,1,23,1,5,Multiparous,6/25/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,22:07:00,13:08:00,100,5,YES,15:00:00,5,.,.,.,0,.,100,6/26/20,22,.,2800,4170,4,8290,21820,.,.,277,50,1,No problem,MA       ,S,0,FRESH,,,,,,,,,
4672,3/10/20,0,148,3,3,Multiparous,8/5/20,1,14:00:00,22:07:00,14:13:00,100,5,YES,14:00:00,13,8/6/20,10,BEEF,1,H,100,8/5/20,22,O ,3130,4740,4,9340,24020,.,.,272,43,1,No problem,FA       ,S,0,.,,,,,,,,,
4927,5/3/20,0,30,1,3,Multiparous,6/2/20,1,15:00:00,22:07:00,3:07:00,100,5,YES,14:00:00,15,.,.,.,0,.,100,6/2/20,22,.,3140,4930,4,7160,12480,.,.,283,56,1,No problem,MA       ,S,0,FRESH,,,,,,,,,
5677,6/15/20,1,37,1,2,Multiparous,7/22/20,1,8:00:00,22:07:00,.,100,5,YES,9:00:00,18,.,.,.,0,.,100,7/22/20,22,.,3380,5210,5,8690,27160,.,.,272,43,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
6487,4/18/20,0,81,2,1,Primiparous,7/8/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,22:08:00,12:08:00,100,5,YES,14:00:00,9,7/9/20,10,SEXED,2,X,100,7/8/20,22,A ,2270,3560,3,7390,21000,7/9/20,.,254,0,3,Needed Assistance,FD       ,S,1,.,,,,,,,,,
6413,4/25/20,0,103,3,1,Primiparous,8/6/20,1,13:00:00,22:08:00,15:08:00,100,5,YES,16:00:00,10,8/7/20,9,SEXED,2,H,100,8/6/20,22,P ,1810,2780,2,5820,17700,.,.,270,0,1,No problem,FA       ,S,0,.,,,,,,,,,
6357,3/29/20,0,114,3,1,Primiparous,7/21/20,1,11:00:00,22:08:00,16:09:00,100,5,YES,17:00:00,12,7/22/20,10,BEEF,1,H,100,7/21/20,22,O ,2050,3290,3,7080,21360,.,.,275,0,1,No problem,FA       ,S,0,.,,,,,,,,,
6357,3/29/20,0,56,2,1,Primiparous,5/24/20,0,14:00:00,22:08:00,11:08:00,100,5,YES,19:00:00,4,.,.,.,0,.,100,5/24/20,22,.,2050,3290,3,7080,21360,.,.,275,0,1,No problem,FA       ,S,0,.,,,,,,,,,
6505,5/9/20,0,96,2,1,Primiparous,8/13/20,1,14:00:00,22:08:00,14:08:00,100,5,YES,13:00:00,13,.,.,.,0,.,100,8/13/20,22,.,2320,3500,3,7020,20550,.,.,275,0,1,No problem,FA       ,S,0,CUHT=N0/ DIM= 52,,,,,,,,,
6419,4/22/20,0,50,2,1,Primiparous,6/11/20,1,15:00:00,22:08:00,12:08:00,100,5,YES,11:00:00,12,.,.,.,0,.,100,6/11/20,22,.,2420,3680,3,7640,24160,.,.,269,0,1,No problem,FA       ,S,0,CUHT=NO,,,,,,,,,
5583,4/12/20,0,71,2,2,Multiparous,6/22/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,22:08:00,15:08:00,100,5,YES,14:00:00,11,6/23/20,10,SEXED,2,K,100,6/22/20,22,O ,2390,3740,3,7590,19850,.,.,277,48,1,No problem,MA       ,S,0,.,,,,,,,,,
4862,5/13/19,0,400,7,2,Multiparous,6/16/20,1,14:00:00,22:08:00,5:07:00,100,5,YES,14:00:00,18,.,.,.,0,.,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,.,2750,4160,4,8480,25210,12/5/19,194,277,49,1,No problem,FA       ,S,0,DRY COW/PREGNANT,,,,,,,,,
5630,6/7/20,1,63,2,2,Multiparous,8/9/20,1,17:00:00,22:08:00,11:26:00,100,5,YES,14:00:00,10,8/10/20,16,SEXED,2,K,100,8/9/20,22,O ,2980,4490,4,7850,22270,.,.,283,56,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
3579,10/31/19,0,217,5,4,Multiparous,6/4/20,1,17:00:00,22:08:00,10:07:00,100,5,YES,16:00:00,7,.,.,.,0,.,100,6/4/20,22,.,3040,4610,4,9140,27900,.,.,280,52,1,No problem,FA       ,S,0,DNB,,,,,,,,,
4903,5/17/20,0,72,2,3,Multiparous,7/28/20,1,15:00:00,22:08:00,14:08:00,100,5,YES,16:00:00,6,7/29/20,8,BEEF,1,H,100,7/28/20,22,O ,3730,5590,5,11290,27500,.,.,277,48,1,No problem,FA       ,S,0,.,,,,,,,,,
4597,1/30/20,0,131,3,3,Multiparous,6/9/20,1,19:00:00,22:08:00,2:08:00,100,5,YES,18:00:00,4,6/10/20,14,BEEF,1,K,100,6/9/22,22,O ,3560,5600,5,11010,30110,.,.,287,59,1,No problem,MA       ,S,0,.,,,,,,,,,
5227,1/18/20,0,182,4,2,Multiparous,7/18/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,22:08:00,14:08:00,100,5,YES,18:00:00,8,7/19/20,14,BEEF,1,H,100,7/18/20,22,O ,3790,5730,5,11340,34320,.,.,275,47,1,No problem,MA       ,S,0,.,,,,,,,,,
5227,1/18/20,0,139,3,2,Multiparous,6/5/20,1,17:00:00,22:08:00,12:08:00,100,5,YES,15:00:00,7,6/6/20,16,BEEF,1,K,100,6/5/20,22,O ,3790,5730,5,11340,34320,.,.,275,47,1,No problem,MA       ,S,0,.,,,,,,,,,
3858,2/23/20,0,170,4,4,Multiparous,8/11/20,1,14:00:00,22:08:00,10:07:00,100,5,YES,8:00:00,16,8/12/20,13,BEEF,1,H,100,8/11/20,22,P ,3820,5860,5,11980,31470,.,.,282,48,1,No problem,FA       ,S,0,.,,,,,,,,,
6532,5/8/20,0,53,2,1,Primiparous,6/30/20,1,18:00:00,22:09:00,16:26:00,100,5,YES,17:00:00,9,7/1/20,16,SEXED,2,K,100,6/30/20,22,O ,1990,3110,3,6990,21650,.,.,269,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
3579,10/31/19,0,286,6,4,Multiparous,8/12/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,22:09:00,13:08:00,100,5,YES,17:00:00,5,.,.,.,0,.,100,8/12/20,22,.,3040,4610,4,9140,27900,.,.,280,52,1,No problem,FA       ,S,0,DNB,,,,,,,,,
5393,4/11/20,0,123,3,2,Multiparous,8/12/20,1,20:00:00,23:07:00,16:09:00,100,5,YES,16:00:00,12,8/13/20,16,BEEF,1,O,100,8/12/20,23,O ,2790,4280,4,8740,22770,.,.,290,61,2,Slight Problem,FD       ,S,1,.,,,,,,,,,
6472,6/21/20,1,53,2,1,Primiparous,8/13/20,1,17:00:00,23:08:00,14:10:00,100,5,YES,19:00:00,7,8/14/20,15,BEEF,1,K,100,8/13/20,23,O ,1930,3040,3,4410,17690,.,.,273,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
6041,1/13/20,0,200,5,1,Primiparous,7/31/20,1,16:00:00,23:08:00,13:08:00,100,5,YES,21:00:00,4,8/1/20,4,BEEF,1,H,100,7/31/20,23,O ,2230,3290,3,6800,23850,.,.,278,0,1,No problem,MA       ,S,0,.,,,,,,,,,
5104,1/15/20,0,206,5,2,Multiparous,8/8/20,1,1:00:00,23:08:00,18:08:00,100,5,NO,.,.,.,.,.,0,.,100,8/8/20,23,.,2810,4250,4,8440,22540,.,.,279,51,1,No problem,FA       ,S,0,DNB,,,,,,,,,
4648,5/31/20,0,63,2,3,Multiparous,8/2/20,1,17:00:00,23:08:00,14:08:00,100,5,YES,15:00:00,8,.,.,.,0,.,100,8/2/20,23,.,2940,4490,4,8620,22140,.,.,282,84,1,No problem,FA       ,S,0,CUHT=NO/ DIM=65,,,,,,,,,
4237,6/13/20,1,64,2,4,Multiparous,8/16/20,1,2:00:00,23:08:00,14:08:00,100,5,YES,18:00:00,6,.,.,.,0,.,100,8/16/20,23,.,3030,4690,4,8180,21950,.,.,276,48,1,No problem,FA       ,S,0,CUHT=NO/ DIM= 66,,,,,,,,,
4762,4/8/20,0,61,2,3,Multiparous,6/8/20,1,18:00:00,23:08:00,7:08:00,100,5,YES,16:00:00,6,.,.,.,0,.,100,6/8/20,23,.,3190,4800,4,9420,25850,.,.,281,51,1,No problem,MD       ,S,1,CUHT=NO,,,,,,,,,
6231,3/1/20,0,90,2,1,Primiparous,5/30/20,0,15:00:00,23:17:00,17:08:00,100,5,YES,18:00:00,13,5/31/20,17,SEXED,2,H,100,5/30/20,23,P ,2620,3930,3,8220,26270,5/31/20,.,273,0,1,No problem,FA       ,S,0,.,,,,,,,,,
6553,5/24/20,0,65,2,1,Primiparous,7/28/20,1,18:00:00,23:30:00,17:08:00,100,5,YES,15:00:00,13,7/29/20,13,BEEF,1,K,100,7/28/20,23,P ,1750,2690,2,5660,16730,.,.,246,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
6250,3/21/20,0,75,2,1,Primiparous,6/4/20,1,14:00:00,0:08:00,13:07:00,99,4,YES,14:00:00,15,6/4/20,5,SEXED,2,X,99,6/4/20,0,P ,1980,3090,3,6560,20580,6/4/20,0,280,0,1,No problem,MA       ,S,0,.,,,,,,,,,
5919,10/19/19,0,273,6,1,Primiparous,7/18/20,1,2:00:00,2:07:00,18:07:00,99,4,YES,21:00:00,6,.,.,.,0,.,100,7/18/20,2,.,2320,3570,3,7260,22960,.,.,282,0,1,No problem,FA       ,S,0,DNB,,,,,,,,,
4764,6/25/20,1,37,1,3,Multiparous,8/1/20,1,15:00:00,2:08:00,16:08:00,99,4,YES,19:00:00,9,.,.,.,0,.,100,8/1/20,2,.,3390,5120,5,7450,24630,.,.,288,122,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
3719,2/14/20,0,141,3,4,Multiparous,7/4/20,1,1:00:00,2:08:00,16:07:00,99,4,YES,19:00:00,10,7/4/20,15,BEEF,1,A,99,7/4/20,2,A ,3580,5620,5,11630,34400,7/4/20,0,274,48,1,No problem,FA       ,S,0,,,,,,,,,,
6267,3/1/20,0,101,3,1,Primiparous,6/10/20,1,19:00:00,3:08:00,18:08:00,99,4,YES,.,9,6/10/20,14,BEEF,1,K,99,6/10/20,3,P ,2130,3280,3,7060,21350,6/10/20,0,276,0,1,No problem,FA       ,S,0,.,,,,,,,,,
3858,2/23/20,0,106,3,4,Multiparous,6/8/20,1,0:00:00,3:56:00,19:07:00,99,4,YES,23:00:00,10,6/8/20,16,BEEF,1,K,100,6/8/20,3,O ,3820,5860,5,11980,31470,.,.,282,48,1,No problem,FA       ,S,0,wrong A.I hour and GAP in D.C (4 INSTEAD OF 16); corrected by Ana ,,,,,,,,,
6133,12/25/19,0,228,5,1,Primiparous,8/9/20,1,19:00:00,4:08:00,20:08:00,99,4,YES,21:00:00,9,.,.,.,0,.,100,8/9/20,4,.,1910,2990,2,6080,20460,.,.,274,0,1,No problem,FA       ,S,0,DNB,,,,,,,,,
6462,5/14/20,0,68,2,1,Primiparous,7/21/20,1,23:00:00,4:08:00,16:54:00,99,4,YES,18:00:00,10,7/21/20,17,SEXED,2,K,99,7/21/20,4,A ,2020,3160,3,6510,19100,.,.,267,0,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
4609,4/10/20,0,44,1,3,Multiparous,5/24/20,0,16:00:00,5:07:00,19:08:00,99,4,YES,0:00:00,2,.,.,.,0,.,100,5/24/20,5,.,3390,5140,5,10360,26190,.,.,278,123,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
6337,3/13/20,0,91,2,1,Primiparous,6/12/20,1,23:00:00,5:08:00,21:07:00,99,4,YES,1:00:00,9,6/12/20,15,SEXED,2,K,99,6/12/20,5,O ,2370,3590,3,7120,22710,7/4/20,.,279,0,1,No problem,FA       ,S,0,.,,,,,,,,,
5261,4/3/20,0,89,2,2,Multiparous,7/1/20,1,9:00:00,9:08:00,23:08:00,99,4,NO,.,.,7/1/20,16,SEXED,2,H,99,7/1/20,9,O ,3020,4760,4,10090,26590,.,.,279,46,1,No problem,MA       ,S,0,,,,,,,,,,
5414,2/15/20,0,116,3,2,Multiparous,6/10/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,14:07:00,7:07:00,99,4,YES,10:00:00,4,6/11/20,5,SEXED,2,0,98,6/10/20,14,O ,2610,4060,4,8100,24680,.,.,271,40,1,No problem,FA       ,S,0,.,,,,,,,,,
4903,5/17/20,0,49,1,3,Multiparous,7/5/20,1,9:00:00,14:08:00,1:08:00,99,4,YES,9:00:00,4,7/6/20,16,BEEF,1,K,99,7/5/20,14,O ,3730,5590,5,11290,27500,.,.,277,48,1,No problem,FA       ,S,0,.,,,,,,,,,
5905,11/3/19,0,233,5,1,Primiparous,6/23/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,15:08:00,20:08:00,99,4,NO,.,.,.,.,.,0,.,99,6/23/20,15,.,1670,2690,2,5790,21430,1/9/20,166,271,0,1,No problem,FA       ,S,0,PREGNANT/MOVED 6 to 11,,,,,,,,,
4672,3/10/20,0,120,3,3,Multiparous,7/8/20,1,15:00:00,15:08:00,8:08:00,99,4,YES,8:00:00,15,7/9/20,10,SEXED,2,V,99,7/8/20,15,O ,3130,4740,4,9340,24020,.,.,272,43,1,No problem,FA       ,S,0,.,,,,,,,,,
5589,4/26/20,0,57,2,2,Multiparous,6/22/20,1,10:00:00,15:08:00,6:07:00,99,4,YES,10:00:00,6,6/23/20,10,SEXED,2,K,99,6/22/20,15,P ,3280,4880,4,9360,23690,6/23/20,.,284,55,1,No problem,FA       ,S,0,,,,,,,,,,
5555,5/13/20,0,65,2,2,Multiparous,7/17/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,15:08:00,4:10:00,99,4,YES,9:00:00,5,7/18/20,6,SEXED,2,K,99,7/17/20,15,O ,3210,4900,4,9900,24480,.,.,272,44,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
5481,5/16/20,0,55,2,2,Multiparous,7/10/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,16:08:00,2:08:00,99,4,YES,8:00:00,6,7/11/20,10,SEXED,2,K,99,7/10/20,16,O ,3490,5050,5,9750,24680,.,.,276,47,1,No problem,MA       ,S,0,CUHT=YES,,,,,,,,,
4759,3/23/20,0,124,3,3,Multiparous,7/25/20,1,8:00:00,16:08:00,20:07:00,99,4,YES,7:00:00,5,.,.,.,0,.,99,7/25/20,16,.,3750,5700,5,11500,28670,.,.,284,56,1,No problem,FA       ,S,0,PREGNANT,,,,,,,,,
6163,1/13/20,0,176,4,1,Primiparous,7/7/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,17:08:00,2:12:00,99,4,YES,9:00:00,5,.,.,.,0,.,99,7/7/20,17,.,2010,3090,3,6860,24690,4/14/20,84,257,0,1,No problem,FA       ,S,0,PREGNANT/ MOVED,,,,,,,,,
5476,4/23/20,0,88,2,2,Multiparous,7/20/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,17:08:00,6:08:00,99,4,NO,.,.,7/21/20,10,SEXED,2,H,99,7/20/20,17,O ,3100,4440,4,8250,21610,.,.,277,52,1,No problem,MA       ,T    ,0,.,,,,,,,,,
6357,3/29/20,0,136,3,1,Primiparous,8/12/20,1,10:00:00,17:30:00,11:10:00,99,4,YES,3:00:00,19,8/13/20,15,BEEF,1,H,99,8/12/20,17,P ,2050,3290,3,7080,21360,.,.,275,0,1,No problem,FA       ,S,0,.,,,,,,,,,
5580,4/30/20,0,66,2,2,Multiparous,7/5/20,1,10:00:00,18:08:00,7:07:00,99,4,YES,13:00:00,5,.,.,.,0,.,99,7/5/20,18,.,3000,4400,4,8240,20940,.,.,274,45,1,No problem,FA       ,S,0,CUHT=NO/ DIM=68,,,,,,,,,
5843,1/10/20,0,173,4,1,Primiparous,7/1/20,1,7:00:00,19:08:00,6:08:00,99,4,YES,11:00:00,8,7/2/20,11,BEEF,1,O,99,7/1/20,19,O ,2620,3890,3,7680,26280,.,.,275,0,1,No problem,FA       ,S,0,,,,,,,,,,
6286,2/29/20,0,93,2,1,Primiparous,6/1/20,1,18:00:00,23:08:00,18:07:00,99,4,YES,19:00:00,10,6/2/20,5,BEEF,1,K,100,6/1/20,23,P ,1350,2280,2,5300,17710,6/2/20,.,269,0,1,No problem,FA       ,S,0,.,,,,,,,,,
5402,1/18/20,0,144,3,2,Multiparous,6/10/20,1,19:00:00,23:08:00,16:08:00,99,4,NO,.,.,6/11/20,5,BEEF,1,K,100,6/10/20,23,P ,2980,4580,4,9550,30090,6/11/20,.,282,47,1,No problem,FA       ,S,0,.,,,,,,,,,
5463,3/26/20,0,112,3,2,Multiparous,7/16/20,1,0:00:00,0:07:00,5:09:00,98,4,YES,20:00:00,8,7/16/20,6,SEXED,2,O,98,7/16/20,0,O ,2490,3910,3,8050,22900,.,.,274,45,1,No problem,MA       ,S,0,.,,,,,,,,,
388,1/29/20,0,123,3,3,Multiparous,5/31/20,0,NO PROGRESSIVE HIGH ACTIVITY BARS,1:08:00,14:08:00,98,4,YES,19:00:00,4,5/31/20,17,BEEF,1,H,98,5/31/20,1,P ,3400,4970,4,9150,25280,5/31/20,0,279,51,1,No problem,FA       ,S,0,.,,,,,,,,,
4382,12/26/19,0,182,4,3,Multiparous,6/25/20,1,19:00:00,1:08:00,.,98,4,YES,17:00:00,7,6/25/20,12,BEEF,1,O,98,6/25/20,1,A ,3390,5000,5,9780,25890,6/25/20,0,280,122,1,No problem,FA       ,S,0,,,,,,,,,,
4943,6/11/20,1,52,2,3,Multiparous,8/2/20,1,3:00:00,3:07:00,19:08:00,98,4,YES,22:00:00,10,.,.,.,0,.,100,8/2/20,3,.,3350,5160,5,9430,27530,.,.,288,87,1,No problem,FA       ,S,0,CUHT=NO/DIM=52,,,,,,,,,
6010,4/26/20,0,102,3,1,Primiparous,8/6/20,1,19:00:00,3:08:00,15:07:00,98,4,YES,18:00:00,5,8/6/20,10,SEXED,2,O,98,8/6/20,3,P ,1680,2590,2,5870,18920,.,.,271,0,1,No problem,MA       ,S,0,.,,,,,,,,,
5982,3/14/20,0,101,3,1,Primiparous,6/23/20,1,22:00:00,3:08:00,18:08:00,98,4,YES,21:00:00,6,6/23/20,10,SEXED,2,H,100,6/23/20,3,P ,2370,3550,3,6930,22310,6/23/20,0,282,0,1,No problem,MA       ,S,0,.,,,,,,,,,
5894,1/19/20,0,209,5,1,Primiparous,8/15/20,1,18:00:00,4:07:00,20:07:00,98,4,YES,0:00:00,8,.,.,.,0,.,98,8/15/20,4,.,2040,3100,3,6210,21590,.,.,278,0,1,No problem,MA       ,S,0,DNB,,,,,,,,,
5070,9/28/19,0,265,6,2,Multiparous,6/19/20,1,20:00:00,4:08:00,16:08:00,98,4,NO,.,.,.,.,.,0,.,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,NO DATA= SB-DC SYNCH PROBLEM,.,2460,3930,3,8200,26340,.,.,290,61,1,No problem,MA       ,S,0,DNB,,,,,,,,,
4568,2/29/20,0,161,4,3,Multiparous,8/8/20,1,22:00:00,4:08:00,17:08:00,98,4,YES,22:00:00,6,8/8/20,15,BEEF,1,H,100,8/8/20,4,P ,3300,4830,4,9490,24890,.,.,284,54,1,No problem,FA       ,S,0,.,,,,,,,,,
219,9/30/19,0,267,6,4,Multiparous,6/23/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,4:08:00,18:08:00,98,4,YES,0:00:00,5,.,.,.,0,.,100,6/23/20,4,.,3910,6050,6,12290,31180,.,.,282,49,1,No problem,MA       ,S,0,DNB,,,,,,,,,
4795,10/6/19,0,265,6,2,Multiparous,6/27/20,1,22:00:00,4:26:00,17:08:00,98,4,YES,23:00:00,8,.,.,.,0,.,99,6/27/20,4,.,3260,5010,5,10060,29380,.,.,272,41,1,No problem,FA       ,S,0,DNB,,,,,,,,,
5647,6/18/20,1,48,1,2,Multiparous,8/5/20,1,3:00:00,5:07:00,20:58:00,98,4,YES,1:00:00,7,.,.,.,0,.,100,8/5/20,5,.,3240,4900,4,7670,21440,.,.,288,60,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
5400,4/4/20,0,57,2,2,Multiparous,5/31/20,0,22:00:00,5:08:00,16:07:00,98,4,YES,0:00:00,3,.,.,.,0,.,98,5/31/20,5,.,2420,3690,3,7160,18840,.,.,284,82,1,No problem,FA       ,S,0,.,,,,,,,,,
6494,5/8/20,0,83,2,1,Primiparous,7/30/20,1,23:00:00,6:08:00,19:07:00,98,4,YES,2:00:00,6,7/30/20,5,BEEF,1,X,98,7/30/20,6,P ,2560,4040,4,8830,26120,.,.,273,0,1,No problem,FA       ,S,0,.,,,,,,,,,
3590,5/24/20,0,41,1,5,Multiparous,7/4/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,6:08:00,19:08:00,98,4,YES,0:00:00,6,.,.,.,0,.,98,7/4/20,6,.,3600,4480,4,11080,26540,.,.,290,62,1,No problem,FA       ,S,0,FRESH,,,,,,,,,
4876,6/14/20,1,64,2,3,Multiparous,8/17/20,1,8:00:00,6:08:00,1:08:00,98,4,YES,23:00:00,6,8/17/20,16,BEEF,1,K,98,8/17/20,6,O ,3100,4910,4,8130,25940,.,.,282,97,1,No problem,FA       ,S,0,CUHT= YES,,,,,,,,,
5919,10/19/19,0,228,5,1,Primiparous,6/3/20,1,1:00:00,7:08:00,19:08:00,98,4,YES,2:00:00,7,6/3/20,11,BEEF,1,K,98,6/3/20,7,O ,2320,3570,3,7260,22960,.,.,282,0,1,No problem,FA       ,S,0,.,,,,,,,,,
5594,5/20/20,0,74,2,2,Multiparous,8/2/20,1,6:00:00,8:08:00,19:08:00,98,4,YES,0:00:00,13,8/2/20,14,SEXED,2,H,98,8/2/20,8,O ,2650,4260,4,7690,19330,.,.,283,51,1,No problem,FA       ,S,0,CUHT=YES,,,,,,,,,
6039,2/10/20,0,120,3,1,Primiparous,6/9/20,1,6:00:00,10:08:00,2:08:00,98,4,YES,10:00:00,6,6/10/20,14,BEEF,1,K,98,6/9/20,10,P ,1620,2460,2,5160,18060,6/10/20,.,283,0,1,No problem,MA       ,S,0,.,,,,,,,,,
6018,1/20/20,0,180,4,1,Primiparous,7/18/20,1,NO PROGRESSIVE HIGH ACTIVITY BARS,10:08:00,1:08:00,98,4,YES,2:00:00,12,.,.,.,0,.,98,7/18/20,10,.,1970,3130,3,6860,21780,.,.,280,0,1,No problem,FA       ,S,0,DNB,,,,,,,,,
